url,title,date,class,venue
https://vault.racerxonline.com/1999-03-20/125wsx/metrodome,Minneapolis - 125WSX,"March 20, 1999",125wsx,Metrodome
https://vault.racerxonline.com/1999-03-20/250sx/metrodome,Minneapolis - 250SX,"March 20, 1999",250sx,Metrodome
https://vault.racerxonline.com/1999-03-27/125esx/trans-world-dome,St. Louis - 125ESX,"March 27, 1999",125esx,Trans World Dome
https://vault.racerxonline.com/1999-03-27/250sx/trans-world-dome,St. Louis - 250SX,"March 27, 1999",250sx,Trans World Dome
https://vault.racerxonline.com/1999-04-10/125esx/silverdome,Pontiac - 125ESX,"April 10, 1999",125esx,Silverdome
https://vault.racerxonline.com/1999-04-10/250sx/silverdome,Pontiac - 250SX,"April 10, 1999",250sx,Silverdome
https://vault.racerxonline.com/1999-04-17/125esx/superdome,New Orleans - 125ESX,"April 17, 1999",125esx,Superdome
https://vault.racerxonline.com/1999-04-17/250sx/superdome,New Orleans - 250SX,"April 17, 1999",250sx,Superdome
https://vault.racerxonline.com/1999-04-24/125esx/rca-dome,Indianapolis - 125ESX,"April 24, 1999",125esx,Rca Dome
https://vault.racerxonline.com/1999-04-24/250sx/rca-dome,Indianapolis - 250SX,"April 24, 1999",250sx,Rca Dome
https://vault.racerxonline.com/1999-05-01/125sxshootout/sam-boyd-stadium,Las Vegas - 125SX/Shootout,"May 1, 1999",125sxshootout,Sam Boyd Stadium
https://vault.racerxonline.com/1999-05-01/250sx/sam-boyd-stadium,Las Vegas - 250SX,"May 1, 1999",250sx,Sam Boyd Stadium
https://vault.racerxonline.com/1999-05-09/125mx/glen-helen-raceway,Glen Helen Raceway - 125MX,"May 9, 1999",125mx,Glen Helen Raceway
https://vault.racerxonline.com/1999-05-09/250mx/glen-helen-raceway,Glen Helen Raceway - 250MX,"May 9, 1999",250mx,Glen Helen Raceway
https://vault.racerxonline.com/1999-05-16/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"May 16, 1999",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1999-05-16/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"May 16, 1999",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1999-05-30/125mx/high-point-raceway,High Point Raceway - 125MX,"May 30, 1999",125mx,High Point Raceway
https://vault.racerxonline.com/1999-05-30/250mx/high-point-raceway,High Point Raceway - 250MX,"May 30, 1999",250mx,High Point Raceway
https://vault.racerxonline.com/1999-06-13/125mx/moto-x-338,Moto-X 338 - 125MX,"June 13, 1999",125mx,Moto X 338
https://vault.racerxonline.com/1999-06-13/250mx/moto-x-338,Moto-X 338 - 250MX,"June 13, 1999",250mx,Moto X 338
https://vault.racerxonline.com/1999-06-20/125mx/budds-creek-motocross-park,Budds Creek Motocross - 125MX,"June 20, 1999",125mx,Budds Creek Motocross Park
https://vault.racerxonline.com/1999-06-20/250mx/budds-creek-motocross-park,Budds Creek Motocross - 250MX,"June 20, 1999",250mx,Budds Creek Motocross Park
https://vault.racerxonline.com/1999-07-04/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 4, 1999",125mx,Red Bud Track N Trail
https://vault.racerxonline.com/1999-07-04/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 4, 1999",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/1999-07-18/125mx/unadilla,Unadilla Motocross - 125MX,"July 18, 1999",125mx,Unadilla
https://vault.racerxonline.com/1999-07-18/250mx/unadilla,Unadilla Motocross - 250MX,"July 18, 1999",250mx,Unadilla
https://vault.racerxonline.com/1999-07-25/125mx/kenworthys-motocross-park,Kenworthy's Motocross Park - 125MX,"July 25, 1999",125mx,Kenworthys Motocross Park
https://vault.racerxonline.com/1999-08-01/125mx/washougal-motocross-park,Washougal Motocross - 125MX,"August 1, 1999",125mx,Washougal Motocross Park
https://vault.racerxonline.com/1999-08-01/250mx/washougal-motocross-park,Washougal Motocross - 250MX,"August 1, 1999",250mx,Washougal Motocross Park
https://vault.racerxonline.com/1999-08-15/125mx/spring-creek-motocross-park,Spring Creek Motocross - 125MX,"August 15, 1999",125mx,Spring Creek Motocross Park
https://vault.racerxonline.com/1999-08-15/250mx/spring-creek-motocross-park,Spring Creek Motocross - 250MX,"August 15, 1999",250mx,Spring Creek Motocross Park
https://vault.racerxonline.com/1999-08-29/125mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 125MX,"August 29, 1999",125mx,Broome Tioga Sports Center
https://vault.racerxonline.com/1999-08-29/250mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 250MX,"August 29, 1999",250mx,Broome Tioga Sports Center
https://vault.racerxonline.com/1999-09-05/125mx/steel-city-raceway,Steel City Raceway - 125MX,"September 5, 1999",125mx,Steel City Raceway
https://vault.racerxonline.com/1999-09-05/250mx/steel-city-raceway,Steel City Raceway - 250MX,"September 5, 1999",250mx,Steel City Raceway
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark
https://vault.racerxonline.com/2000-01-29/250sx/bank-one-ballpark,Phoenix - 250SX,"January 29, 2000",250sx,Bank One Ballpark
https://vault.racerxonline.com/2000-02-05/125wsx/astrodome,Houston - 125WSX,"February 5, 2000",125wsx,Astrodome
https://vault.racerxonline.com/2000-02-05/250sx/astrodome,Houston - 250SX,"February 5, 2000",250sx,Astrodome
https://vault.racerxonline.com/2000-02-12/125esx/rca-dome,Indianapolis - 125ESX,"February 12, 2000",125esx,Rca Dome
https://vault.racerxonline.com/2000-02-12/250sx/rca-dome,Indianapolis - 250SX,"February 12, 2000",250sx,Rca Dome
https://vault.racerxonline.com/2000-02-19/125esx/silverdome,Pontiac 1 - 125ESX,"February 19, 2000",125esx,Silverdome
https://vault.racerxonline.com/2000-02-19/250sx/silverdome,Pontiac 1 - 250SX,"February 19, 2000",250sx,Silverdome
https://vault.racerxonline.com/2000-02-26/125esx/georgia-dome,Atlanta - 125ESX,"February 26, 2000",125esx,Georgia Dome
https://vault.racerxonline.com/2000-02-26/250sx/georgia-dome,Atlanta - 250SX,"February 26, 2000",250sx,Georgia Dome
https://vault.racerxonline.com/2000-03-10/125esx/daytona-international-speedway,Daytona - 125ESX,"March 10, 2000",125esx,Daytona International Speedway
https://vault.racerxonline.com/2000-03-10/250sx/daytona-international-speedway,Daytona - 250SX,"March 10, 2000",250sx,Daytona International Speedway
https://vault.racerxonline.com/2000-03-18/125esx/trans-world-dome,St. Louis - 125ESX,"March 18, 2000",125esx,Trans World Dome
https://vault.racerxonline.com/2000-03-18/250sx/trans-world-dome,St. Louis - 250SX,"March 18, 2000",250sx,Trans World Dome
https://vault.racerxonline.com/2000-03-25/125wsx/metrodome,Minneapolis - 125WSX,"March 25, 2000",125wsx,Metrodome
https://vault.racerxonline.com/2000-03-25/250sx/metrodome,Minneapolis - 250SX,"March 25, 2000",250sx,Metrodome
https://vault.racerxonline.com/2000-04-01/125esx/silverdome,Pontiac 2 - 125ESX,"April 1, 2000",125esx,Silverdome
https://vault.racerxonline.com/2000-04-01/250sx/silverdome,Pontiac 2 - 250SX,"April 1, 2000",250sx,Silverdome
https://vault.racerxonline.com/2000-04-08/125wsx/texas-stadium,Irving - 125WSX,"April 8, 2000",125wsx,Texas Stadium
https://vault.racerxonline.com/2000-04-08/250sx/texas-stadium,Irving - 250SX,"April 8, 2000",250sx,Texas Stadium
https://vault.racerxonline.com/2000-04-15/125esx/superdome,New Orleans - 125ESX,"April 15, 2000",125esx,Superdome
https://vault.racerxonline.com/2000-04-15/250sx/superdome,New Orleans - 250SX,"April 15, 2000",250sx,Superdome
https://vault.racerxonline.com/2000-04-29/125esx/route-66-raceway,Joliet - 125ESX,"April 29, 2000",125esx,Route 66 Raceway
https://vault.racerxonline.com/2000-04-29/250sx/route-66-raceway,Joliet - 250SX,"April 29, 2000",250sx,Route 66 Raceway
https://vault.racerxonline.com/2000-05-06/125sxshootout/sam-boyd-stadium,Las Vegas - 125SX/Shootout,"May 6, 2000",125sxshootout,Sam Boyd Stadium
https://vault.racerxonline.com/2000-05-06/250sx/sam-boyd-stadium,Las Vegas - 250SX,"May 6, 2000",250sx,Sam Boyd Stadium
https://vault.racerxonline.com/2000-05-14/125mx/glen-helen-raceway,Glen Helen Raceway - 125MX,"May 14, 2000",125mx,Glen Helen Raceway
https://vault.racerxonline.com/2000-05-14/250mx/glen-helen-raceway,Glen Helen Raceway - 250MX,"May 14, 2000",250mx,Glen Helen Raceway
https://vault.racerxonline.com/2000-05-21/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"May 21, 2000",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/2000-05-21/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"May 21, 2000",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/2000-05-28/125mx/high-point-raceway,High Point Raceway - 125MX,"May 28, 2000",125mx,High Point Raceway
https://vault.racerxonline.com/2000-05-28/250mx/high-point-raceway,High Point Raceway - 250MX,"May 28, 2000",250mx,High Point Raceway
https://vault.racerxonline.com/2000-06-11/125mx/moto-x-338,Moto-X 338 - 125MX,"June 11, 2000",125mx,Moto X 338
https://vault.racerxonline.com/2000-06-11/250mx/moto-x-338,Moto-X 338 - 250MX,"June 11, 2000",250mx,Moto X 338
https://vault.racerxonline.com/2000-06-18/125mx/budds-creek-motocross-park,Budds Creek Motocross - 125MX,"June 18, 2000",125mx,Budds Creek Motocross Park
https://vault.racerxonline.com/2000-06-18/250mx/budds-creek-motocross-park,Budds Creek Motocross - 250MX,"June 18, 2000",250mx,Budds Creek Motocross Park
https://vault.racerxonline.com/2000-07-02/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 2, 2000",125mx,Red Bud Track N Trail
https://vault.racerxonline.com/2000-07-02/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 2, 2000",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/2000-07-16/125mx/unadilla,Unadilla Motocross - 125MX,"July 16, 2000",125mx,Unadilla
https://vault.racerxonline.com/2000-07-16/250mx/unadilla,Unadilla Motocross - 250MX,"July 16, 2000",250mx,Unadilla
https://vault.racerxonline.com/2000-07-23/125mx/kenworthys-motocross-park,Kenworthy's Motocross Park - 125MX,"July 23, 2000",125mx,Kenworthys Motocross Park
https://vault.racerxonline.com/2000-07-23/250mx/kenworthys-motocross-park,Kenworthy's Motocross Park - 250MX,"July 23, 2000",250mx,Kenworthys Motocross Park
https://vault.racerxonline.com/2000-07-30/125mx/washougal-motocross-park,Washougal Motocross - 125MX,"July 30, 2000",125mx,Washougal Motocross Park
https://vault.racerxonline.com/2000-07-30/250mx/washougal-motocross-park,Washougal Motocross - 250MX,"July 30, 2000",250mx,Washougal Motocross Park
https://vault.racerxonline.com/2000-08-13/125mx/spring-creek-motocross-park,Spring Creek Motocross - 125MX,"August 13, 2000",125mx,Spring Creek Motocross Park
https://vault.racerxonline.com/2000-08-13/250mx/spring-creek-motocross-park,Spring Creek Motocross - 250MX,"August 13, 2000",250mx,Spring Creek Motocross Park
https://vault.racerxonline.com/2000-08-27/125mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 125MX,"August 27, 2000",125mx,Broome Tioga Sports Center
https://vault.racerxonline.com/2000-08-27/250mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 250MX,"August 27, 2000",250mx,Broome Tioga Sports Center
https://vault.racerxonline.com/2000-09-03/125mx/steel-city-raceway,Steel City Raceway - 125MX,"September 3, 2000",125mx,Steel City Raceway
https://vault.racerxonline.com/2000-09-03/250mx/steel-city-raceway,Steel City Raceway - 250MX,"September 3, 2000",250mx,Steel City Raceway
https://vault.racerxonline.com/2001-01-06/125wsx/edison-field,Anaheim 1 - 125WSX,"January 6, 2001",125wsx,Edison Field
https://vault.racerxonline.com/2001-01-06/250sx/edison-field,Anaheim 1 - 250SX,"January 6, 2001",250sx,Edison Field
https://vault.racerxonline.com/2001-01-13/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 13, 2001",125wsx,Qualcomm Stadium
https://vault.racerxonline.com/2001-01-13/250sx/qualcomm-stadium,San Diego - 250SX,"January 13, 2001",250sx,Qualcomm Stadium
https://vault.racerxonline.com/2001-01-20/125wsx/edison-field,Anaheim 2 - 125WSX,"January 20, 2001",125wsx,Edison Field
https://vault.racerxonline.com/2001-01-20/250sx/edison-field,Anaheim 2 - 250SX,"January 20, 2001",250sx,Edison Field
https://vault.racerxonline.com/2001-01-27/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 27, 2001",125wsx,Bank One Ballpark
https://vault.racerxonline.com/2001-01-27/250sx/bank-one-ballpark,Phoenix - 250SX,"January 27, 2001",250sx,Bank One Ballpark
https://vault.racerxonline.com/2001-02-03/125wsx/edison-field,Anaheim 3 - 125WSX,"February 3, 2001",125wsx,Edison Field
https://vault.racerxonline.com/2001-02-03/250sx/edison-field,Anaheim 3 - 250SX,"February 3, 2001",250sx,Edison Field
https://vault.racerxonline.com/2001-02-10/125esx/rca-dome,Indianapolis - 125ESX,"February 10, 2001",125esx,Rca Dome
https://vault.racerxonline.com/2001-02-10/250sx/rca-dome,Indianapolis - 250SX,"February 10, 2001",250sx,Rca Dome
https://vault.racerxonline.com/2001-02-24/125esx/georgia-dome,Atlanta - 125ESX,"February 24, 2001",125esx,Georgia Dome
https://vault.racerxonline.com/2001-02-24/250sx/georgia-dome,Atlanta - 250SX,"February 24, 2001",250sx,Georgia Dome
https://vault.racerxonline.com/2001-03-03/125esx/superdome,New Orleans - 125ESX,"March 3, 2001",125esx,Superdome
https://vault.racerxonline.com/2001-03-03/250sx/superdome,New Orleans - 250SX,"March 3, 2001",250sx,Superdome
https://vault.racerxonline.com/2001-03-10/125esx/daytona-international-speedway,Daytona - 125ESX,"March 10, 2001",125esx,Daytona International Speedway
https://vault.racerxonline.com/2001-03-10/250sx/daytona-international-speedway,Daytona - 250SX,"March 10, 2001",250sx,Daytona International Speedway
https://vault.racerxonline.com/2001-03-17/125esx/metrodome,Minneapolis - 125ESX,"March 17, 2001",125esx,Metrodome
https://vault.racerxonline.com/2001-03-17/250sx/metrodome,Minneapolis - 250SX,"March 17, 2001",250sx,Metrodome
https://vault.racerxonline.com/2001-03-24/125wsx/astrodome,Houston - 125WSX,"March 24, 2001",125wsx,Astrodome
https://vault.racerxonline.com/2001-03-24/250sx/astrodome,Houston - 250SX,"March 24, 2001",250sx,Astrodome
https://vault.racerxonline.com/2001-03-31/125esx/edward-jones-dome,St. Louis - 125ESX,"March 31, 2001",125esx,Edward Jones Dome
https://vault.racerxonline.com/2001-03-31/250sx/edward-jones-dome,St. Louis - 250SX,"March 31, 2001",250sx,Edward Jones Dome
https://vault.racerxonline.com/2001-04-07/125esx/silverdome,Pontiac - 125ESX,"April 7, 2001",125esx,Silverdome
https://vault.racerxonline.com/2001-04-07/250sx/silverdome,Pontiac - 250SX,"April 7, 2001",250sx,Silverdome
https://vault.racerxonline.com/2001-04-21/125wsx/texas-stadium,Irving - 125WSX,"April 21, 2001",125wsx,Texas Stadium
https://vault.racerxonline.com/2001-04-21/250sx/texas-stadium,Irving - 250SX,"April 21, 2001",250sx,Texas Stadium
https://vault.racerxonline.com/2001-04-28/125wsx/rice-eccles-stadium,Salt Lake City - 125WSX,"April 28, 2001",125wsx,Rice Eccles Stadium
https://vault.racerxonline.com/2001-04-28/250sx/rice-eccles-stadium,Salt Lake City - 250SX,"April 28, 2001",250sx,Rice Eccles Stadium
https://vault.racerxonline.com/2001-05-05/125sxshootout/sam-boyd-stadium,Las Vegas - 125SX/Shootout,"May 5, 2001",125sxshootout,Sam Boyd Stadium
https://vault.racerxonline.com/2001-05-05/250sx/sam-boyd-stadium,Las Vegas - 250SX,"May 5, 2001",250sx,Sam Boyd Stadium
https://vault.racerxonline.com/2001-05-13/125mx/glen-helen-raceway,Glen Helen Raceway - 125MX,"May 13, 2001",125mx,Glen Helen Raceway
https://vault.racerxonline.com/2001-05-13/250mx/glen-helen-raceway,Glen Helen Raceway - 250MX,"May 13, 2001",250mx,Glen Helen Raceway
https://vault.racerxonline.com/2001-05-20/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"May 20, 2001",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/2001-05-20/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"May 20, 2001",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/2001-05-27/125mx/high-point-raceway,High Point Raceway - 125MX,"May 27, 2001",125mx,High Point Raceway
https://vault.racerxonline.com/2001-05-27/250mx/high-point-raceway,High Point Raceway - 250MX,"May 27, 2001",250mx,High Point Raceway
https://vault.racerxonline.com/2001-06-10/125mx/moto-x-338,Moto-X 338 - 125MX,"June 10, 2001",125mx,Moto X 338
https://vault.racerxonline.com/2001-06-10/250mx/moto-x-338,Moto-X 338 - 250MX,"June 10, 2001",250mx,Moto X 338
https://vault.racerxonline.com/2001-06-17/125mx/budds-creek-motocross-park,Budds Creek Motocross - 125MX,"June 17, 2001",125mx,Budds Creek Motocross Park
https://vault.racerxonline.com/2001-06-17/250mx/budds-creek-motocross-park,Budds Creek Motocross - 250MX,"June 17, 2001",250mx,Budds Creek Motocross Park
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla
https://vault.racerxonline.com/2001-07-22/125mx/kenworthys-motocross-park,Kenworthy's Motocross Park - 125MX,"July 22, 2001",125mx,Kenworthys Motocross Park
https://vault.racerxonline.com/2001-07-22/250mx/kenworthys-motocross-park,Kenworthy's Motocross Park - 250MX,"July 22, 2001",250mx,Kenworthys Motocross Park
https://vault.racerxonline.com/2001-07-29/125mx/washougal-motocross-park,Washougal Motocross - 125MX,"July 29, 2001",125mx,Washougal Motocross Park
https://vault.racerxonline.com/2001-07-29/250mx/washougal-motocross-park,Washougal Motocross - 250MX,"July 29, 2001",250mx,Washougal Motocross Park
https://vault.racerxonline.com/2001-08-19/125mx/spring-creek-motocross-park,Spring Creek Motocross - 125MX,"August 19, 2001",125mx,Spring Creek Motocross Park
https://vault.racerxonline.com/2001-08-19/250mx/spring-creek-motocross-park,Spring Creek Motocross - 250MX,"August 19, 2001",250mx,Spring Creek Motocross Park
https://vault.racerxonline.com/2001-08-26/125mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 125MX,"August 26, 2001",125mx,Broome Tioga Sports Center
https://vault.racerxonline.com/2001-08-26/250mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 250MX,"August 26, 2001",250mx,Broome Tioga Sports Center
https://vault.racerxonline.com/2001-09-02/125mx/steel-city-raceway,Steel City Raceway - 125MX,"September 2, 2001",125mx,Steel City Raceway
https://vault.racerxonline.com/2001-09-02/250mx/steel-city-raceway,Steel City Raceway - 250MX,"September 2, 2001",250mx,Steel City Raceway
https://vault.racerxonline.com/2002-01-05/125wsx/edison-field,Anaheim 1 - 125WSX,"January 5, 2002",125wsx,Edison Field
https://vault.racerxonline.com/2002-01-05/250sx/edison-field,Anaheim 1 - 250SX,"January 5, 2002",250sx,Edison Field
https://vault.racerxonline.com/2002-01-12/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 12, 2002",125wsx,Qualcomm Stadium
https://vault.racerxonline.com/2002-01-12/250sx/qualcomm-stadium,San Diego - 250SX,"January 12, 2002",250sx,Qualcomm Stadium
https://vault.racerxonline.com/2002-01-19/125wsx/edison-field,Anaheim 2 - 125WSX,"January 19, 2002",125wsx,Edison Field
https://vault.racerxonline.com/2002-01-19/250sx/edison-field,Anaheim 2 - 250SX,"January 19, 2002",250sx,Edison Field
https://vault.racerxonline.com/2002-01-26/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 26, 2002",125wsx,Bank One Ballpark
https://vault.racerxonline.com/2002-01-26/250sx/bank-one-ballpark,Phoenix - 250SX,"January 26, 2002",250sx,Bank One Ballpark
https://vault.racerxonline.com/2002-02-02/125wsx/edison-field,Anaheim 3 - 125WSX,"February 2, 2002",125wsx,Edison Field
https://vault.racerxonline.com/2002-02-02/250sx/edison-field,Anaheim 3 - 250SX,"February 2, 2002",250sx,Edison Field
https://vault.racerxonline.com/2002-02-09/125esx/rca-dome,Indianapolis - 125ESX,"February 9, 2002",125esx,Rca Dome
https://vault.racerxonline.com/2002-02-09/250sx/rca-dome,Indianapolis - 250SX,"February 9, 2002",250sx,Rca Dome
https://vault.racerxonline.com/2002-02-16/125esx/metrodome,Minneapolis - 125ESX,"February 16, 2002",125esx,Metrodome
https://vault.racerxonline.com/2002-02-16/250sx/metrodome,Minneapolis - 250SX,"February 16, 2002",250sx,Metrodome
https://vault.racerxonline.com/2002-02-23/125esx/georgia-dome,Atlanta - 125ESX,"February 23, 2002",125esx,Georgia Dome
https://vault.racerxonline.com/2002-02-23/250sx/georgia-dome,Atlanta - 250SX,"February 23, 2002",250sx,Georgia Dome
https://vault.racerxonline.com/2002-03-09/125esx/daytona-international-speedway,Daytona - 125ESX,"March 9, 2002",125esx,Daytona International Speedway
https://vault.racerxonline.com/2002-03-09/250sx/daytona-international-speedway,Daytona - 250SX,"March 9, 2002",250sx,Daytona International Speedway
https://vault.racerxonline.com/2002-03-16/125esx/superdome,New Orleans - 125ESX,"March 16, 2002",125esx,Superdome
https://vault.racerxonline.com/2002-03-16/250sx/superdome,New Orleans - 250SX,"March 16, 2002",250sx,Superdome
https://vault.racerxonline.com/2002-03-23/125wsx/astrodome,Houston - 125WSX,"March 23, 2002",125wsx,Astrodome
https://vault.racerxonline.com/2002-03-23/250sx/astrodome,Houston - 250SX,"March 23, 2002",250sx,Astrodome
https://vault.racerxonline.com/2002-04-06/125esx/edward-jones-dome,St. Louis - 125ESX,"April 6, 2002",125esx,Edward Jones Dome
https://vault.racerxonline.com/2002-04-06/250sx/edward-jones-dome,St. Louis - 250SX,"April 6, 2002",250sx,Edward Jones Dome
https://vault.racerxonline.com/2002-04-13/125esx/silverdome,Pontiac - 125ESX,"April 13, 2002",125esx,Silverdome
https://vault.racerxonline.com/2002-04-13/250sx/silverdome,Pontiac - 250SX,"April 13, 2002",250sx,Silverdome
https://vault.racerxonline.com/2002-04-20/125wsx/texas-stadium,Irving - 125WSX,"April 20, 2002",125wsx,Texas Stadium
https://vault.racerxonline.com/2002-04-20/250sx/texas-stadium,Irving - 250SX,"April 20, 2002",250sx,Texas Stadium
https://vault.racerxonline.com/2002-04-27/125wsx/rice-eccles-stadium,Salt Lake City - 125WSX,"April 27, 2002",125wsx,Rice Eccles Stadium
https://vault.racerxonline.com/2002-04-27/250sx/rice-eccles-stadium,Salt Lake City - 250SX,"April 27, 2002",250sx,Rice Eccles Stadium
https://vault.racerxonline.com/2002-05-04/125sxshootout/sam-boyd-stadium,Las Vegas - 125SX/Shootout,"May 4, 2002",125sxshootout,Sam Boyd Stadium
https://vault.racerxonline.com/2002-05-04/250sx/sam-boyd-stadium,Las Vegas - 250SX,"May 4, 2002",250sx,Sam Boyd Stadium
https://vault.racerxonline.com/2002-05-12/125mx/glen-helen-raceway,Glen Helen Raceway - 125MX,"May 12, 2002",125mx,Glen Helen Raceway
https://vault.racerxonline.com/2002-05-12/250mx/glen-helen-raceway,Glen Helen Raceway - 250MX,"May 12, 2002",250mx,Glen Helen Raceway
https://vault.racerxonline.com/2002-05-19/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"May 19, 2002",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/2002-05-19/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"May 19, 2002",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/2002-05-26/125mx/high-point-raceway,High Point Raceway - 125MX,"May 26, 2002",125mx,High Point Raceway
https://vault.racerxonline.com/2002-05-26/250mx/high-point-raceway,High Point Raceway - 250MX,"May 26, 2002",250mx,High Point Raceway
https://vault.racerxonline.com/2002-06-09/125mx/moto-x-338,Moto-X 338 - 125MX,"June 9, 2002",125mx,Moto X 338
https://vault.racerxonline.com/2002-06-09/250mx/moto-x-338,Moto-X 338 - 250MX,"June 9, 2002",250mx,Moto X 338
https://vault.racerxonline.com/2002-06-16/125mx/budds-creek-motocross-park,Budds Creek Motocross - 125MX,"June 16, 2002",125mx,Budds Creek Motocross Park
https://vault.racerxonline.com/2002-06-16/250mx/budds-creek-motocross-park,Budds Creek Motocross - 250MX,"June 16, 2002",250mx,Budds Creek Motocross Park
https://vault.racerxonline.com/2002-07-07/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 7, 2002",125mx,Red Bud Track N Trail
https://vault.racerxonline.com/2002-07-07/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 7, 2002",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/2002-07-14/125mx/kenworthys-motocross-park,Kenworthy's Motocross Park - 125MX,"July 14, 2002",125mx,Kenworthys Motocross Park
https://vault.racerxonline.com/2002-07-14/250mx/kenworthys-motocross-park,Kenworthy's Motocross Park - 250MX,"July 14, 2002",250mx,Kenworthys Motocross Park
https://vault.racerxonline.com/2002-07-21/125mx/unadilla,Unadilla Motocross - 125MX,"July 21, 2002",125mx,Unadilla
https://vault.racerxonline.com/2002-07-21/250mx/unadilla,Unadilla Motocross - 250MX,"July 21, 2002",250mx,Unadilla
https://vault.racerxonline.com/2002-07-28/125mx/washougal-motocross-park,Washougal Motocross - 125MX,"July 28, 2002",125mx,Washougal Motocross Park
https://vault.racerxonline.com/2002-07-28/250mx/washougal-motocross-park,Washougal Motocross - 250MX,"July 28, 2002",250mx,Washougal Motocross Park
https://vault.racerxonline.com/2002-08-18/125mx/spring-creek-motocross-park,Spring Creek Motocross - 125MX,"August 18, 2002",125mx,Spring Creek Motocross Park
https://vault.racerxonline.com/2002-08-18/250mx/spring-creek-motocross-park,Spring Creek Motocross - 250MX,"August 18, 2002",250mx,Spring Creek Motocross Park
https://vault.racerxonline.com/2002-08-25/125mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 125MX,"August 25, 2002",125mx,Broome Tioga Sports Center
https://vault.racerxonline.com/2002-08-25/250mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 250MX,"August 25, 2002",250mx,Broome Tioga Sports Center
https://vault.racerxonline.com/2002-09-01/125mx/steel-city-raceway,Steel City Raceway - 125MX,"September 1, 2002",125mx,Steel City Raceway
