url,title,date,class,venue
https://vault.racerxonline.com/1974-03-10/250sx/daytona-international-speedway,Daytona - 250SX,"March 10, 1974",250sx,Daytona International Speedway
https://vault.racerxonline.com/1974-03-15/250sx/astrodome,Houston - 250SX,"March 15, 1974",250sx,Astrodome
https://vault.racerxonline.com/1974-04-08/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"April 8, 1974",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1974-04-08/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"April 8, 1974",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1974-04-08/500mx/hangtown-motocross-classic,Hangtown Motocross Classic - 500MX,"April 8, 1974",500mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1974-04-14/250mx/baymare-cycle-park,Baymare Cycle Park - 250MX,"April 14, 1974",250mx,Baymare Cycle Park
https://vault.racerxonline.com/1974-04-14/500mx/baymare-cycle-park,Baymare Cycle Park - 500MX,"April 14, 1974",500mx,Baymare Cycle Park
https://vault.racerxonline.com/1974-04-28/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"April 28, 1974",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/1974-04-28/500mx/red-bud-track-n-trail,RedBud Track 'n Trail - 500MX,"April 28, 1974",500mx,Red Bud Track N Trail
https://vault.racerxonline.com/1974-05-05/250mx/appalachia-lake-park,Appalachia Lake Park - 250MX,"May 5, 1974",250mx,Appalachia Lake Park
https://vault.racerxonline.com/1974-05-05/500mx/appalachia-lake-park,Appalachia Lake Park - 500MX,"May 5, 1974",500mx,Appalachia Lake Park
https://vault.racerxonline.com/1974-05-19/250mx/gran-am-motocross-park,Gran-Am Motocross Park - 250MX,"May 19, 1974",250mx,Gran Am Motocross Park
https://vault.racerxonline.com/1974-05-19/500mx/gran-am-motocross-park,Gran-Am Motocross Park - 500MX,"May 19, 1974",500mx,Gran Am Motocross Park
https://vault.racerxonline.com/1974-06-22/250sx/los-angeles-memorial-coliseum,Los Angeles - 250SX,"June 22, 1974",250sx,Los Angeles Memorial Coliseum
https://vault.racerxonline.com/1974-06-30/125mx/manning-cycle-park,Manning Cycle Park - 125MX,"June 30, 1974",125mx,Manning Cycle Park
https://vault.racerxonline.com/1974-07-06/125mx/baldwin-motocross-park,Baldwin Motocross Park - 125MX,"July 6, 1974",125mx,Baldwin Motocross Park
https://vault.racerxonline.com/1974-07-21/125mx/mid-ohio-mx-park,Mid-Ohio MX Park - 125MX,"July 21, 1974",125mx,Mid Ohio Mx Park
https://vault.racerxonline.com/1974-08-11/250mx/delta-motorsport-park,Delta Motorsport Park - 250MX,"August 11, 1974",250mx,Delta Motorsport Park
https://vault.racerxonline.com/1974-08-11/500mx/delta-motorsport-park,Delta Motorsport Park - 500MX,"August 11, 1974",500mx,Delta Motorsport Park
https://vault.racerxonline.com/1974-08-18/250mx/moto-masters-park,Moto-Masters Park - 250MX,"August 18, 1974",250mx,Moto Masters Park
https://vault.racerxonline.com/1974-08-18/500mx/moto-masters-park,Moto-Masters Park - 500MX,"August 18, 1974",500mx,Moto Masters Park
https://vault.racerxonline.com/1974-08-25/250mx/highland-hills,Highland Hills - 250MX,"August 25, 1974",250mx,Highland Hills
https://vault.racerxonline.com/1974-08-25/500mx/highland-hills,Highland Hills - 500MX,"August 25, 1974",500mx,Highland Hills
https://vault.racerxonline.com/1974-09-02/250mx/motocross-west,Motocross West - 250MX,"September 2, 1974",250mx,Motocross West
https://vault.racerxonline.com/1974-09-02/500mx/motocross-west,Motocross West - 500MX,"September 2, 1974",500mx,Motocross West
https://vault.racerxonline.com/1975-02-28/250sx/texas-stadium,Irving - 250SX,"February 28, 1975",250sx,Texas Stadium
https://vault.racerxonline.com/1975-03-08/250sx/daytona-international-speedway,Daytona - 250SX,"March 8, 1975",250sx,Daytona International Speedway
https://vault.racerxonline.com/1975-03-14/250sx/astrodome,Houston - 250SX,"March 14, 1975",250sx,Astrodome
https://vault.racerxonline.com/1975-04-06/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"April 6, 1975",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1975-04-06/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"April 6, 1975",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1975-05-04/250mx/appalachia-lake-park,Appalachia Lake Park - 250MX,"May 4, 1975",250mx,Appalachia Lake Park
https://vault.racerxonline.com/1975-05-25/250mx/castle-point-moto-sport-park,Castle Point Moto Sport Park - 250MX,"May 25, 1975",250mx,Castle Point Moto Sport Park
https://vault.racerxonline.com/1975-06-01/250mx/omaha-moto-park,Omaha Moto Park - 250MX,"June 1, 1975",250mx,Omaha Moto Park
https://vault.racerxonline.com/1975-06-08/500mx/baldwin-motocross-park,Baldwin Motocross Park - 500MX,"June 8, 1975",500mx,Baldwin Motocross Park
https://vault.racerxonline.com/1975-06-15/250mx/lake-whitney-cycle-ranch,Lake Whitney Cycle Ranch - 250MX,"June 15, 1975",250mx,Lake Whitney Cycle Ranch
https://vault.racerxonline.com/1975-06-29/125mx/midland-motocross-park,Midland Motocross Park - 125MX,"June 29, 1975",125mx,Midland Motocross Park
https://vault.racerxonline.com/1975-07-13/125mx/omaha-moto-park,Omaha Moto Park - 125MX,"July 13, 1975",125mx,Omaha Moto Park
https://vault.racerxonline.com/1975-07-19/250sx/los-angeles-memorial-coliseum,Los Angeles - 250SX,"July 19, 1975",250sx,Los Angeles Memorial Coliseum
https://vault.racerxonline.com/1975-07-27/125mx/delta-motorsport-park,Delta Motorsport Park - 125MX,"July 27, 1975",125mx,Delta Motorsport Park
https://vault.racerxonline.com/1975-08-03/125mx/appalachia-lake-park,Appalachia Lake Park - 125MX,"August 3, 1975",125mx,Appalachia Lake Park
https://vault.racerxonline.com/1975-08-10/500mx/moto-masters-park,Moto-Masters Park - 500MX,"August 10, 1975",500mx,Moto Masters Park
https://vault.racerxonline.com/1975-08-17/500mx/lake-sugar-tree-mx-park,Lake Sugar Tree MX Park - 500MX,"August 17, 1975",500mx,Lake Sugar Tree Mx Park
https://vault.racerxonline.com/1975-08-24/125mx/cycle-rama,Cycle-Rama - 125MX,"August 24, 1975",125mx,Cycle Rama
https://vault.racerxonline.com/1975-08-24/500mx/ohio-international-raceway,Ohio International Raceway - 500MX,"August 24, 1975",500mx,Ohio International Raceway
https://vault.racerxonline.com/1975-09-01/125mx/motocross-west,Motocross West - 125MX,"September 1, 1975",125mx,Motocross West
https://vault.racerxonline.com/1975-09-01/500mx/motocross-west,Motocross West - 500MX,"September 1, 1975",500mx,Motocross West
https://vault.racerxonline.com/1976-03-06/250sx/daytona-international-speedway,Daytona - 250SX,"March 6, 1976",250sx,Daytona International Speedway
https://vault.racerxonline.com/1976-03-12/250sx/astrodome,Houston - 250SX,"March 12, 1976",250sx,Astrodome
https://vault.racerxonline.com/1976-03-19/250sx/texas-stadium,Irving - 250SX,"March 19, 1976",250sx,Texas Stadium
https://vault.racerxonline.com/1976-03-27/250sx/silverdome,Pontiac - 250SX,"March 27, 1976",250sx,Silverdome
https://vault.racerxonline.com/1976-04-04/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"April 4, 1976",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1976-04-04/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"April 4, 1976",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1976-04-11/250mx/fastrack-motocross-park,Fastrack Motocross Park - 250MX,"April 11, 1976",250mx,Fastrack Motocross Park
https://vault.racerxonline.com/1976-04-25/250mx/rio-bravo-mx-park,Rio Bravo MX Park - 250MX,"April 25, 1976",250mx,Rio Bravo Mx Park
https://vault.racerxonline.com/1976-05-02/250mx/towaligo-river-park,Towaligo River Park - 250MX,"May 2, 1976",250mx,Towaligo River Park
https://vault.racerxonline.com/1976-05-16/250mx/appalachian-highland-motorsport-park,Appalachian Highlands Motorsport Park - 250MX,"May 16, 1976",250mx,Appalachian Highland Motorsport Park
https://vault.racerxonline.com/1976-05-23/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"May 23, 1976",125mx,Red Bud Track N Trail
https://vault.racerxonline.com/1976-05-23/250mx/pennsylvania-motocross-park,Pennsylvania Motocross Park - 250MX,"May 23, 1976",250mx,Pennsylvania Motocross Park
https://vault.racerxonline.com/1976-05-30/500mx/moto-masters-park,Moto-Masters Park - 500MX,"May 30, 1976",500mx,Moto Masters Park
https://vault.racerxonline.com/1976-06-06/250mx/moto-x-338,Moto-X 338 - 250MX,"June 6, 1976",250mx,Moto X 338
https://vault.racerxonline.com/1976-06-13/500mx/lake-sugar-tree-mx-park,Lake Sugar Tree MX Park - 500MX,"June 13, 1976",500mx,Lake Sugar Tree Mx Park
https://vault.racerxonline.com/1976-06-20/125mx/midland-motocross-park,Midland Motocross Park - 125MX,"June 20, 1976",125mx,Midland Motocross Park
https://vault.racerxonline.com/1976-07-04/125mx/appalachian-highland-motorsport-park,Appalachian Highlands Motorsport Park - 125MX,"July 4, 1976",125mx,Appalachian Highland Motorsport Park
https://vault.racerxonline.com/1976-07-18/500mx/cycle-world-usa,Cycle World USA - 500MX,"July 18, 1976",500mx,Cycle World Usa
https://vault.racerxonline.com/1976-07-24/250sx/los-angeles-memorial-coliseum,Los Angeles - 250SX,"July 24, 1976",250sx,Los Angeles Memorial Coliseum
https://vault.racerxonline.com/1976-08-01/125mx/delta-motorsport-park,Delta Motorsport Park - 125MX,"August 1, 1976",125mx,Delta Motorsport Park
https://vault.racerxonline.com/1976-08-01/500mx/unadilla,Unadilla Motocross - 500MX,"August 1, 1976",500mx,Unadilla
https://vault.racerxonline.com/1976-08-15/125mx/cycle-rama,Cycle-Rama - 125MX,"August 15, 1976",125mx,Cycle Rama
https://vault.racerxonline.com/1976-08-15/500mx/castle-point-moto-sport-park,Castle Point Moto Sport Park - 500MX,"August 15, 1976",500mx,Castle Point Moto Sport Park
https://vault.racerxonline.com/1976-08-22/125mx/rio-bravo-mx-park,Rio Bravo MX Park - 125MX,"August 22, 1976",125mx,Rio Bravo Mx Park
https://vault.racerxonline.com/1976-08-22/500mx/sunshine-speedway,Sunshine Speedway - 500MX,"August 22, 1976",500mx,Sunshine Speedway
https://vault.racerxonline.com/1976-08-29/125mx/motocross-west,Motocross West - 125MX,"August 29, 1976",125mx,Motocross West
https://vault.racerxonline.com/1976-08-29/500mx/motocross-west,Motocross West - 500MX,"August 29, 1976",500mx,Motocross West
https://vault.racerxonline.com/1976-12-04/250sx/anaheim-stadium,Anaheim - 250SX,"December 4, 1976",250sx,Anaheim Stadium
https://vault.racerxonline.com/1977-03-05/250sx/fulton-county-stadium,Atlanta - 250SX,"March 5, 1977",250sx,Fulton County Stadium
https://vault.racerxonline.com/1977-03-12/250sx/daytona-international-speedway,Daytona - 250SX,"March 12, 1977",250sx,Daytona International Speedway
https://vault.racerxonline.com/1977-03-18/250sx/astrodome,Houston 1 - 250SX,"March 18, 1977",250sx,Astrodome
https://vault.racerxonline.com/1977-03-19/250sx/astrodome,Houston 2 - 250SX,"March 19, 1977",250sx,Astrodome
https://vault.racerxonline.com/1977-03-26/250sx/texas-stadium,Irving - 250SX,"March 26, 1977",250sx,Texas Stadium
https://vault.racerxonline.com/1977-04-02/250sx/silverdome,Pontiac 1 - 250SX,"April 2, 1977",250sx,Silverdome
https://vault.racerxonline.com/1977-04-03/250sx/silverdome,Pontiac 2 - 250SX,"April 3, 1977",250sx,Silverdome
https://vault.racerxonline.com/1977-04-10/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"April 10, 1977",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1977-04-10/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"April 10, 1977",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1977-04-17/250mx/hillside-park,Hillside Park - 250MX,"April 17, 1977",250mx,Hillside Park
https://vault.racerxonline.com/1977-04-24/250mx/omaha-moto-park,Omaha Moto Park - 250MX,"April 24, 1977",250mx,Omaha Moto Park
https://vault.racerxonline.com/1977-05-01/250mx/moto-x-338,Moto-X 338 - 250MX,"May 1, 1977",250mx,Moto X 338
https://vault.racerxonline.com/1977-05-15/250mx/lake-sugar-tree-mx-park,Lake Sugar Tree MX Park - 250MX,"May 15, 1977",250mx,Lake Sugar Tree Mx Park
https://vault.racerxonline.com/1977-05-22/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"May 22, 1977",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/1977-05-29/250mx/high-point-raceway,High Point Raceway - 250MX,"May 29, 1977",250mx,High Point Raceway
https://vault.racerxonline.com/1977-06-04/250sx/superdome,New Orleans - 250SX,"June 4, 1977",250sx,Superdome
https://vault.racerxonline.com/1977-06-12/125mx/sandy-oaks-raceway,Sandy Oaks Raceway - 125MX,"June 12, 1977",125mx,Sandy Oaks Raceway
https://vault.racerxonline.com/1977-06-19/125mx/midland-motocross-park,Midland Motocross Park - 125MX,"June 19, 1977",125mx,Midland Motocross Park
https://vault.racerxonline.com/1977-06-26/125mx/rio-bravo-mx-park,Rio Bravo MX Park - 125MX,"June 26, 1977",125mx,Rio Bravo Mx Park
https://vault.racerxonline.com/1977-07-03/125mx/agency-motocross,Agency Motocross - 125MX,"July 3, 1977",125mx,Agency Motocross
https://vault.racerxonline.com/1977-07-09/250sx/los-angeles-memorial-coliseum,Los Angeles - 250SX,"July 9, 1977",250sx,Los Angeles Memorial Coliseum
https://vault.racerxonline.com/1977-07-17/500mx/lake-whitney-cycle-ranch,Lake Whitney Cycle Ranch - 500MX,"July 17, 1977",500mx,Lake Whitney Cycle Ranch
https://vault.racerxonline.com/1977-07-23/500mx/cycle-world-usa,Cycle World USA - 500MX,"July 23, 1977",500mx,Cycle World Usa
https://vault.racerxonline.com/1977-07-31/500mx/unadilla,Unadilla Motocross - 500MX,"July 31, 1977",500mx,Unadilla
https://vault.racerxonline.com/1977-08-07/500mx/metrolina-speedway-park,Metrolina Speedway Park - 500MX,"August 7, 1977",500mx,Metrolina Speedway Park
https://vault.racerxonline.com/1977-08-14/125mx/cycle-rama,Cycle-Rama - 125MX,"August 14, 1977",125mx,Cycle Rama
https://vault.racerxonline.com/1977-08-21/500mx/burnt-hickory-motocross,Burnt Hickory Motocross - 500MX,"August 21, 1977",500mx,Burnt Hickory Motocross
https://vault.racerxonline.com/1977-08-28/500mx/sunshine-speedway,Sunshine Speedway - 500MX,"August 28, 1977",500mx,Sunshine Speedway
https://vault.racerxonline.com/1977-11-12/250sx/anaheim-stadium,Anaheim - 250SX,"November 12, 1977",250sx,Anaheim Stadium
https://vault.racerxonline.com/1978-02-18/250sx/kingdome,Seattle - 250SX,"February 18, 1978",250sx,Kingdome
https://vault.racerxonline.com/1978-03-04/250sx/fulton-county-stadium,Atlanta - 250SX,"March 4, 1978",250sx,Fulton County Stadium
https://vault.racerxonline.com/1978-03-11/250sx/daytona-international-speedway,Daytona - 250SX,"March 11, 1978",250sx,Daytona International Speedway
https://vault.racerxonline.com/1978-03-17/250sx/astrodome,Houston 1 - 250SX,"March 17, 1978",250sx,Astrodome
https://vault.racerxonline.com/1978-03-18/250sx/astrodome,Houston 2 - 250SX,"March 18, 1978",250sx,Astrodome
https://vault.racerxonline.com/1978-04-01/250sx/silverdome,Pontiac 1 - 250SX,"April 1, 1978",250sx,Silverdome
https://vault.racerxonline.com/1978-04-02/250sx/silverdome,Pontiac 2 - 250SX,"April 2, 1978",250sx,Silverdome
https://vault.racerxonline.com/1978-04-09/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"April 9, 1978",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1978-04-09/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"April 9, 1978",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1978-04-16/125mx/racing-world,Racing World - 125MX,"April 16, 1978",125mx,Racing World
https://vault.racerxonline.com/1978-04-16/250mx/racing-world,Racing World - 250MX,"April 16, 1978",250mx,Racing World
https://vault.racerxonline.com/1978-04-23/125mx/rio-bravo-mx-park,Rio Bravo MX Park - 125MX,"April 23, 1978",125mx,Rio Bravo Mx Park
https://vault.racerxonline.com/1978-04-23/250mx/rio-bravo-mx-park,Rio Bravo MX Park - 250MX,"April 23, 1978",250mx,Rio Bravo Mx Park
https://vault.racerxonline.com/1978-04-30/125mx/omaha-moto-park,Omaha Moto Park - 125MX,"April 30, 1978",125mx,Omaha Moto Park
https://vault.racerxonline.com/1978-04-30/250mx/omaha-moto-park,Omaha Moto Park - 250MX,"April 30, 1978",250mx,Omaha Moto Park
https://vault.racerxonline.com/1978-05-07/125mx/moto-x-338,Moto-X 338 - 125MX,"May 7, 1978",125mx,Moto X 338
https://vault.racerxonline.com/1978-05-07/250mx/moto-x-338,Moto-X 338 - 250MX,"May 7, 1978",250mx,Moto X 338
https://vault.racerxonline.com/1978-05-13/250sx/three-rivers-stadium,Pittsburgh - 250SX,"May 13, 1978",250sx,Three Rivers Stadium
https://vault.racerxonline.com/1978-05-20/250sx/superdome,New Orleans - 250SX,"May 20, 1978",250sx,Superdome
https://vault.racerxonline.com/1978-05-28/250mx/lake-whitney-cycle-ranch,Lake Whitney Cycle Ranch - 250MX,"May 28, 1978",250mx,Lake Whitney Cycle Ranch
https://vault.racerxonline.com/1978-05-28/500mx/lake-whitney-cycle-ranch,Lake Whitney Cycle Ranch - 500MX,"May 28, 1978",500mx,Lake Whitney Cycle Ranch
https://vault.racerxonline.com/1978-06-11/250mx/sears-point-international-raceway,Sears Point International Raceway - 250MX,"June 11, 1978",250mx,Sears Point International Raceway
https://vault.racerxonline.com/1978-06-11/500mx/sears-point-international-raceway,Sears Point International Raceway - 500MX,"June 11, 1978",500mx,Sears Point International Raceway
https://vault.racerxonline.com/1978-06-18/250mx/cycle-world-usa,Cycle World USA - 250MX,"June 18, 1978",250mx,Cycle World Usa
https://vault.racerxonline.com/1978-06-18/500mx/cycle-world-usa,Cycle World USA - 500MX,"June 18, 1978",500mx,Cycle World Usa
https://vault.racerxonline.com/1978-06-24/250sx/los-angeles-memorial-coliseum,Los Angeles - 250SX,"June 24, 1978",250sx,Los Angeles Memorial Coliseum
https://vault.racerxonline.com/1978-07-02/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 2, 1978",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/1978-07-02/500mx/red-bud-track-n-trail,RedBud Track 'n Trail - 500MX,"July 2, 1978",500mx,Red Bud Track N Trail
https://vault.racerxonline.com/1978-07-09/250mx/high-point-raceway,High Point Raceway - 250MX,"July 9, 1978",250mx,High Point Raceway
https://vault.racerxonline.com/1978-07-09/500mx/high-point-raceway,High Point Raceway - 500MX,"July 9, 1978",500mx,High Point Raceway
https://vault.racerxonline.com/1978-07-16/125mx/atlanta-international-raceway,Atlanta International Raceway - 125MX,"July 16, 1978",125mx,Atlanta International Raceway
https://vault.racerxonline.com/1978-07-16/500mx/atlanta-international-raceway,Atlanta International Raceway - 500MX,"July 16, 1978",500mx,Atlanta International Raceway
https://vault.racerxonline.com/1978-08-06/125mx/pine-top-motorcycle-park,Pine Top Motorcycle Park - 125MX,"August 6, 1978",125mx,Pine Top Motorcycle Park
https://vault.racerxonline.com/1978-08-06/500mx/pine-top-motorcycle-park,Pine Top Motorcycle Park - 500MX,"August 6, 1978",500mx,Pine Top Motorcycle Park
https://vault.racerxonline.com/1978-08-13/125mx/agency-motocross,Agency Motocross - 125MX,"August 13, 1978",125mx,Agency Motocross
https://vault.racerxonline.com/1978-08-13/500mx/agency-motocross,Agency Motocross - 500MX,"August 13, 1978",500mx,Agency Motocross
https://vault.racerxonline.com/1978-08-20/125mx/metrolina-speedway-park,Metrolina Speedway Park - 125MX,"August 20, 1978",125mx,Metrolina Speedway Park
https://vault.racerxonline.com/1978-08-20/500mx/metrolina-speedway-park,Metrolina Speedway Park - 500MX,"August 20, 1978",500mx,Metrolina Speedway Park
https://vault.racerxonline.com/1978-08-27/125mx/sunshine-speedway,Sunshine Speedway - 125MX,"August 27, 1978",125mx,Sunshine Speedway
https://vault.racerxonline.com/1978-08-27/500mx/sunshine-speedway,Sunshine Speedway - 500MX,"August 27, 1978",500mx,Sunshine Speedway
https://vault.racerxonline.com/1978-11-11/250sx/anaheim-stadium,Anaheim - 250SX,"November 11, 1978",250sx,Anaheim Stadium
https://vault.racerxonline.com/1979-01-18/250sx/o-co-coliseum,Oakland - 250SX,"January 18, 1979",250sx,O Co Coliseum
https://vault.racerxonline.com/1979-02-09/250sx/kingdome,Seattle 1 - 250SX,"February 9, 1979",250sx,Kingdome
https://vault.racerxonline.com/1979-02-10/250sx/kingdome,Seattle 2 - 250SX,"February 10, 1979",250sx,Kingdome
https://vault.racerxonline.com/1979-03-03/250sx/fulton-county-stadium,Atlanta - 250SX,"March 3, 1979",250sx,Fulton County Stadium
https://vault.racerxonline.com/1979-03-10/250sx/daytona-international-speedway,Daytona - 250SX,"March 10, 1979",250sx,Daytona International Speedway
https://vault.racerxonline.com/1979-03-16/250sx/astrodome,Houston 1 - 250SX,"March 16, 1979",250sx,Astrodome
https://vault.racerxonline.com/1979-03-17/250sx/astrodome,Houston 2 - 250SX,"March 17, 1979",250sx,Astrodome
https://vault.racerxonline.com/1979-03-25/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"March 25, 1979",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1979-03-25/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"March 25, 1979",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1979-04-01/125mx/saddleback-park,Saddleback - 125MX,"April 1, 1979",125mx,Saddleback Park
https://vault.racerxonline.com/1979-04-01/250mx/saddleback-park,Saddleback - 250MX,"April 1, 1979",250mx,Saddleback Park
https://vault.racerxonline.com/1979-04-08/125mx/canyon-raceway,Canyon Raceway - 125MX,"April 8, 1979",125mx,Canyon Raceway
https://vault.racerxonline.com/1979-04-08/250mx/canyon-raceway,Canyon Raceway - 250MX,"April 8, 1979",250mx,Canyon Raceway
https://vault.racerxonline.com/1979-04-22/125mx/omaha-moto-park,Omaha Moto Park - 125MX,"April 22, 1979",125mx,Omaha Moto Park
https://vault.racerxonline.com/1979-04-22/250mx/omaha-moto-park,Omaha Moto Park - 250MX,"April 22, 1979",250mx,Omaha Moto Park
https://vault.racerxonline.com/1979-04-28/250sx/silverdome,Pontiac 1 - 250SX,"April 28, 1979",250sx,Silverdome
https://vault.racerxonline.com/1979-04-29/250sx/silverdome,Pontiac 2 - 250SX,"April 29, 1979",250sx,Silverdome
https://vault.racerxonline.com/1979-05-20/250mx/moto-x-338,Moto-X 338 - 250MX,"May 20, 1979",250mx,Moto X 338
https://vault.racerxonline.com/1979-05-20/500mx/moto-x-338,Moto-X 338 - 500MX,"May 20, 1979",500mx,Moto X 338
https://vault.racerxonline.com/1979-05-27/250mx/atlanta-international-raceway,Atlanta International Raceway - 250MX,"May 27, 1979",250mx,Atlanta International Raceway
https://vault.racerxonline.com/1979-05-27/500mx/atlanta-international-raceway,Atlanta International Raceway - 500MX,"May 27, 1979",500mx,Atlanta International Raceway
https://vault.racerxonline.com/1979-06-02/250sx/superdome,New Orleans - 250SX,"June 2, 1979",250sx,Superdome
https://vault.racerxonline.com/1979-06-17/250mx/sears-point-international-raceway,Sears Point International Raceway - 250MX,"June 17, 1979",250mx,Sears Point International Raceway
https://vault.racerxonline.com/1979-06-17/500mx/sears-point-international-raceway,Sears Point International Raceway - 500MX,"June 17, 1979",500mx,Sears Point International Raceway
https://vault.racerxonline.com/1979-06-24/250mx/lakewood-sports-cycle-park,Lakewood Sports Cycle Park - 250MX,"June 24, 1979",250mx,Lakewood Sports Cycle Park
https://vault.racerxonline.com/1979-06-24/500mx/lakewood-sports-cycle-park,Lakewood Sports Cycle Park - 500MX,"June 24, 1979",500mx,Lakewood Sports Cycle Park
https://vault.racerxonline.com/1979-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 1979",250mx,Red Bud Track N Trail
https://vault.racerxonline.com/1979-07-01/500mx/red-bud-track-n-trail,RedBud Track 'n Trail - 500MX,"July 1, 1979",500mx,Red Bud Track N Trail
https://vault.racerxonline.com/1979-07-08/250mx/high-point-raceway,High Point Raceway - 250MX,"July 8, 1979",250mx,High Point Raceway
https://vault.racerxonline.com/1979-07-08/500mx/high-point-raceway,High Point Raceway - 500MX,"July 8, 1979",500mx,High Point Raceway
https://vault.racerxonline.com/1979-07-14/250sx/los-angeles-memorial-coliseum,Los Angeles - 250SX,"July 14, 1979",250sx,Los Angeles Memorial Coliseum
https://vault.racerxonline.com/1979-08-05/125mx/rio-bravo-mx-park,Rio Bravo MX Park - 125MX,"August 5, 1979",125mx,Rio Bravo Mx Park
https://vault.racerxonline.com/1979-08-05/500mx/rio-bravo-mx-park,Rio Bravo MX Park - 500MX,"August 5, 1979",500mx,Rio Bravo Mx Park
https://vault.racerxonline.com/1979-08-12/125mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 125MX,"August 12, 1979",125mx,Broome Tioga Sports Center
https://vault.racerxonline.com/1979-08-12/500mx/broome-tioga-sports-center,Broome-Tioga Sports Center - 500MX,"August 12, 1979",500mx,Broome Tioga Sports Center
https://vault.racerxonline.com/1979-08-19/125mx/metrolina-speedway-park,Metrolina Speedway Park - 125MX,"August 19, 1979",125mx,Metrolina Speedway Park
https://vault.racerxonline.com/1979-08-19/500mx/metrolina-speedway-park,Metrolina Speedway Park - 500MX,"August 19, 1979",500mx,Metrolina Speedway Park
https://vault.racerxonline.com/1979-08-26/125mx/sunshine-speedway,Sunshine Speedway - 125MX,"August 26, 1979",125mx,Sunshine Speedway
https://vault.racerxonline.com/1979-08-26/500mx/sunshine-speedway,Sunshine Speedway - 500MX,"August 26, 1979",500mx,Sunshine Speedway
https://vault.racerxonline.com/1979-11-17/250sx/anaheim-stadium,Anaheim - 250SX,"November 17, 1979",250sx,Anaheim Stadium
https://vault.racerxonline.com/1980-02-09/250sx/kingdome,Seattle 1 - 250SX,"February 9, 1980",250sx,Kingdome
https://vault.racerxonline.com/1980-02-10/250sx/kingdome,Seattle 2 - 250SX,"February 10, 1980",250sx,Kingdome
https://vault.racerxonline.com/1980-02-24/250sx/o-co-coliseum,Oakland - 250SX,"February 24, 1980",250sx,O Co Coliseum
https://vault.racerxonline.com/1980-03-01/250sx/fulton-county-stadium,Atlanta - 250SX,"March 1, 1980",250sx,Fulton County Stadium
https://vault.racerxonline.com/1980-03-08/250sx/daytona-international-speedway,Daytona - 250SX,"March 8, 1980",250sx,Daytona International Speedway
https://vault.racerxonline.com/1980-03-14/250sx/astrodome,Houston 1 - 250SX,"March 14, 1980",250sx,Astrodome
https://vault.racerxonline.com/1980-03-15/250sx/astrodome,Houston 2 - 250SX,"March 15, 1980",250sx,Astrodome
https://vault.racerxonline.com/1980-03-23/125mx/hangtown-motocross-classic,Hangtown Motocross Classic - 125MX,"March 23, 1980",125mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1980-03-23/250mx/hangtown-motocross-classic,Hangtown Motocross Classic - 250MX,"March 23, 1980",250mx,Hangtown Motocross Classic
https://vault.racerxonline.com/1980-03-30/125mx/saddleback-park,Saddleback Park - 125MX,"March 30, 1980",125mx,Saddleback Park
https://vault.racerxonline.com/1980-03-30/250mx/saddleback-park,Saddleback Park - 250MX,"March 30, 1980",250mx,Saddleback Park
https://vault.racerxonline.com/1980-04-26/250sx/silverdome,Pontiac 1 - 250SX,"April 26, 1980",250sx,Silverdome
