event_url,title,date,class,venue,year,Overall,Rider,Hometown,Machine,Moto 1,Moto 2
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,1,David Pingree,"Scottsdale, AZ",Suzuki,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,2,Casey A Johnson,"Hesperia, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,3,Greg S Schnell,"Rancho Cucamonga, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,4,Danny Smith,"Eagle, ID",Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,5,Shae Bentley,"Fayetteville, GA",Kawasaki,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,6,Jiri Dostal,"Quail Valley, CA",Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,7,Tallon Vohland,"Citrus Heights, CA",Kawasaki,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,8,Jason R McCormick,"Vancouver, WA",Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,9,Christopher Gosselaar,"Juniper Hills, CA",Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,10,Billy Payne,"Simi Valley, CA",Kawasaki,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,11,Justin Buckelew,"Albuquerque, NM",Yamaha,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,12,Keith S Johnson,"Pembroke, MA",KTM,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,13,Travis Elliott,"Alvin, TX",Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,14,Michael Byrne,"Rockhampton, Australia",Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,15,Casey Lytle,"Saugus, CA",Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,16,Serge Guidetty,France,Honda,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,17,Stephan Demartis,France,KTM,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,18,Gio A Tedesco,"Albuquerque, NM",Yamaha,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,19,Erick Vallejo,Mexico,Kawasaki,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,20,Kenny Bartram,"Stillwater, OK",Yamaha,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,21,Travis A Preston,"Hesperia, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-08/125wsx/edison-field,Anaheim 1 - 125WSX,"January 8, 2000",125wsx,Edison Field,,22,Robbie Horton,"Martinez, GA",Suzuki,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,1,Jeremy McGrath,"Sun City, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,2,Mike LaRocco,"La Porte, IN",Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,3,Kevin Windham,"Centerville, MS",Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,4,Sebastien Tortelli,France,Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,5,David Vuillemin,"Murrieta, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,6,Jimmy Button,"Phoenix, AZ",Yamaha,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,7,Greg Albertyn,"Johannesburg, South Africa",Suzuki,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,8,Ricky Carmichael,"Havana, FL",Kawasaki,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,9,Larry Ward,"Woodinville, WA",Kawasaki,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,10,John Dowd,"Chicopee, MA",Kawasaki,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,11,Stephane Roncada,France,Yamaha,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,12,Brock Sellards,"New Philadelphia, OH",Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,13,Damon W Huffman,"Saugus, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,14,Phil Lawrence,"Cherry Valley, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,15,Heath Voss,"Prior Lake, MN",Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,16,Michael Brandes,"Ukiah, CA",Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,17,Jean-Sebastien Roy,"Acton Vale, QC",Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,18,Tyler Evans,"Salinas, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,19,Grayson Goodman,"Plano, TX",Honda,,
https://vault.racerxonline.com/2000-01-08/250sx/edison-field,Anaheim 1 - 250SX,"January 8, 2000",250sx,Edison Field,,20,Tim Ferry,"Largo, FL",Yamaha,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,1,Tallon Vohland,"Citrus Heights, CA",Kawasaki,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,2,Danny Smith,"Eagle, ID",Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,3,Robbie Horton,"Martinez, GA",Suzuki,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,4,David Pingree,"Scottsdale, AZ",Suzuki,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,5,Jiri Dostal,"Quail Valley, CA",Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,6,Casey Lytle,"Saugus, CA",Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,7,Greg S Schnell,"Rancho Cucamonga, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,8,Rodrig Thain,France,KTM,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,9,Travis Elliott,"Alvin, TX",Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,10,Christopher Gosselaar,"Juniper Hills, CA",Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,11,Doug Parsons,"Colton, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,12,Serge Guidetty,France,Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,13,Travis A Preston,"Hesperia, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,14,Ryan Terlecki,"Salem, OR",KTM,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,15,Justin Buckelew,"Albuquerque, NM",Yamaha,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,16,Jason R McCormick,"Vancouver, WA",Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,17,Brad Hagseth,"Onalaska, WA",Yamaha,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,18,Stephan Demartis,France,KTM,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,19,Rusty Holland,"Fresno, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,20,Isaiah V Johnson,"Albuquerque, NM",Honda,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,21,Billy Payne,"Simi Valley, CA",Kawasaki,,
https://vault.racerxonline.com/2000-01-15/125wsx/edison-field,Anaheim 2 - 125WSX,"January 15, 2000",125wsx,Edison Field,,22,Shae Bentley,"Fayetteville, GA",Kawasaki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,1,Jeremy McGrath,"Sun City, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,2,David Vuillemin,"Murrieta, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,3,Mike LaRocco,"La Porte, IN",Honda,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,4,Ricky Carmichael,"Havana, FL",Kawasaki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,5,Tim Ferry,"Largo, FL",Yamaha,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,6,Larry Ward,"Woodinville, WA",Kawasaki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,7,Jimmy Button,"Phoenix, AZ",Yamaha,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,8,Kevin Windham,"Centerville, MS",Honda,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,9,Sebastien Tortelli,France,Honda,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,10,John Dowd,"Chicopee, MA",Kawasaki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,11,Nicholas Wey,"DeWitt, MI",Kawasaki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,12,Damon W Huffman,"Saugus, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,13,Brock Sellards,"New Philadelphia, OH",Honda,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,14,Heath Voss,"Prior Lake, MN",Honda,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,15,James Povolny,"Mendota Heights, MN",Honda,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,16,Tyler Evans,"Salinas, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,17,Grayson Goodman,"Plano, TX",Honda,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,18,Stephane Roncada,France,Yamaha,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,19,Greg Albertyn,"Johannesburg, South Africa",Suzuki,,
https://vault.racerxonline.com/2000-01-15/250sx/edison-field,Anaheim 2 - 250SX,"January 15, 2000",250sx,Edison Field,,20,Jean-Sebastien Roy,"Acton Vale, QC",Honda,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,1,Greg S Schnell,"Rancho Cucamonga, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,2,Tallon Vohland,"Citrus Heights, CA",Kawasaki,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,3,Shae Bentley,"Fayetteville, GA",Kawasaki,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,4,Rodrig Thain,France,KTM,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,5,Travis A Preston,"Hesperia, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,6,David Pingree,"Scottsdale, AZ",Suzuki,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,7,Billy Payne,"Simi Valley, CA",Kawasaki,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,8,Jason R McCormick,"Vancouver, WA",Honda,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,9,Ryan Terlecki,"Salem, OR",KTM,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,10,"Jason ""JT"" Thomas","Melrose, FL",Yamaha,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,11,Cory Bauder,"Kennewick, WA",Yamaha,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,12,Erick Vallejo,Mexico,Kawasaki,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,13,Stephan Demartis,France,KTM,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,14,Mark Burkhart,"Pickerington, OH",KTM,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,15,Justin Buckelew,"Albuquerque, NM",Yamaha,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,16,Robbie Horton,"Martinez, GA",Suzuki,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,17,Brad Hagseth,"Onalaska, WA",Yamaha,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,18,Isaiah V Johnson,"Albuquerque, NM",Honda,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,19,John R Sereika Jr,"Norco, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,20,Travis Elliott,"Alvin, TX",Honda,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,21,Casey Lytle,"Saugus, CA",Honda,,
https://vault.racerxonline.com/2000-01-22/125wsx/qualcomm-stadium,San Diego - 125WSX,"January 22, 2000",125wsx,Qualcomm Stadium,,22,Rusty Holland,"Fresno, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,1,David Vuillemin,"Murrieta, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,2,Mike LaRocco,"La Porte, IN",Honda,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,3,Kevin Windham,"Centerville, MS",Honda,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,4,Jeremy McGrath,"Sun City, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,5,John Dowd,"Chicopee, MA",Kawasaki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,6,Sebastien Tortelli,France,Honda,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,7,Damon W Huffman,"Saugus, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,8,Tim Ferry,"Largo, FL",Yamaha,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,9,Greg Albertyn,"Johannesburg, South Africa",Suzuki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,10,Ricky Carmichael,"Havana, FL",Kawasaki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,11,Stephane Roncada,France,Yamaha,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,12,Brock Sellards,"New Philadelphia, OH",Honda,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,13,Tyler Evans,"Salinas, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,14,Nicholas Wey,"DeWitt, MI",Kawasaki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,15,Heath Voss,"Prior Lake, MN",Honda,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,16,Jean-Sebastien Roy,"Acton Vale, QC",Honda,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,17,Kyle Lewis,"Simi Valley, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,18,Shayne King,New Zealand,KTM,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,19,Dustin Nelson,"El Cajon, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-22/250sx/qualcomm-stadium,San Diego - 250SX,"January 22, 2000",250sx,Qualcomm Stadium,,20,Larry Ward,"Woodinville, WA",Kawasaki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,1,Casey Lytle,"Saugus, CA",Honda,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,2,Shae Bentley,"Fayetteville, GA",Kawasaki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,3,Travis A Preston,"Hesperia, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,4,Billy Payne,"Simi Valley, CA",Kawasaki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,5,Jiri Dostal,"Quail Valley, CA",Honda,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,6,Rodrig Thain,France,KTM,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,7,Travis Elliott,"Alvin, TX",Honda,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,8,"Jason ""JT"" Thomas","Melrose, FL",Yamaha,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,9,David Pingree,"Scottsdale, AZ",Suzuki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,10,Erick Vallejo,Mexico,Kawasaki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,11,Robbie Horton,"Martinez, GA",Suzuki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,12,Justin Buckelew,"Albuquerque, NM",Yamaha,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,13,Doug Parsons,"Colton, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,14,Ryan Terlecki,"Salem, OR",KTM,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,15,Brad Hagseth,"Onalaska, WA",Yamaha,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,16,Cory Bauder,"Kennewick, WA",Yamaha,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,17,Isaiah V Johnson,"Albuquerque, NM",Honda,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,18,Greg S Schnell,"Rancho Cucamonga, CA",Yamaha,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,19,Rusty Holland,"Fresno, CA",Suzuki,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,20,Jimmy H Lamastus,"Post Falls, ID",KTM,,
https://vault.racerxonline.com/2000-01-29/125wsx/bank-one-ballpark,Phoenix - 125WSX,"January 29, 2000",125wsx,Bank One Ballpark,,21,Tallon Vohland,"Citrus Heights, CA",Kawasaki,,
