event_url,title,date,class,venue,year,Overall,Rider,Hometown,Machine,Moto 1,Moto 2
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,12,Nicholas Wey,"DeWitt, MI",Yamaha,10.0,14.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,13,David Pingree,"Scottsdale, AZ",Honda,6.0,19.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,14,Paul Currie,"Naples, FL",Honda,19.0,7.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,15,Steve Boniface,France,Honda,7.0,22.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,16,Bobby Bonds,"Bakersfield, CA",Kawasaki,30.0,12.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,17,Brock Sellards,"New Philadelphia, OH",KTM,18.0,15.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,18,Michael Brandes,"Ukiah, CA",Yamaha,12.0,40.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,19,Scott Sheak,"Germantown, NY",Honda,15.0,20.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,20,Keith R Johnson,"Albuquerque, NM",Yamaha,26.0,16.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,21,Casey Lytle,"Saugus, CA",Kawasaki,16.0,32.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,22,Christopher Gosselaar,"Juniper Hills, CA",Husqvarna,21.0,17.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,23,Keith S Johnson,"Pembroke, MA",Yamaha,17.0,24.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,24,Damon W Huffman,"Saugus, CA",Yamaha,22.0,18.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,25,Ben H Riddle,"Campbellsville, KY",Suzuki,20.0,23.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,26,Randy Valade,"Howell, MI",Honda,24.0,21.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,27,Johnny Marley,"Moore, OK",Honda,28.0,26.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,28,Chase S Reed,"Lone Grove, OK",Suzuki,25.0,29.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,29,Matt Walker,"Mcrae, GA",Honda,32.0,25.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,30,Erick Vallejo,Mexico,Suzuki,31.0,28.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,31,Jason Fink,"Boynton Beach, FL",Yamaha,34.0,27.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,32,Danny Carlson,"Sun City, CA",Suzuki,27.0,36.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,33,Eric Kowalik,"Plymouth, MN",Honda,33.0,31.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,34,Levi A Reid,"Llano, CA",Yamaha,29.0,35.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,35,Jacob W Martin,"Oklahoma City, OK",Yamaha,37.0,30.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,36,Tucker Hibbert,"Goodridge, MN",Suzuki,36.0,33.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,37,Nathan R Hale,"Lewisville, TX",Yamaha,35.0,34.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,38,Akira Narita,Japan,Suzuki,38.0,37.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,39,Paul Veracka,"Bridgewater, MA",Kawasaki,39.0,38.0
https://vault.racerxonline.com/2001-07-01/125mx/red-bud-track-n-trail,RedBud Track 'n Trail - 125MX,"July 1, 2001",125mx,Red Bud Track N Trail,,40,Justin Buckelew,"Albuquerque, NM",Yamaha,40.0,39.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,1,Ricky Carmichael,"Havana, FL",Kawasaki,1.0,1.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,2,Ryan Hughes,"Escondido, CA",Honda,5.0,2.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,3,Stephane Roncada,France,Kawasaki,3.0,4.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,4,Ezra Lusk,"Bainbridge, GA",Honda,9.0,3.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,5,John Dowd,"Chicopee, MA",KTM,6.0,6.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,6,Kevin Windham,"Centerville, MS",Suzuki,2.0,13.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,7,Tim Ferry,"Largo, FL",Yamaha,7.0,7.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,8,Mike LaRocco,"La Porte, IN",Honda,4.0,11.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,9,Sebastien Tortelli,France,Honda,13.0,5.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,10,Robbie Reynard,"Norman, OK",Yamaha,10.0,8.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,11,David Vuillemin,"Murrieta, CA",Yamaha,8.0,10.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,12,Kyle Lewis,"Simi Valley, CA",Yamaha,11.0,9.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,13,Travis A Preston,"Hesperia, CA",Husqvarna,14.0,12.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,14,Barry Carsten,"Bayville, NJ",Suzuki,15.0,14.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,15,Paul Carpenter,"Ithaca, NY",KTM,12.0,39.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,16,"Jason ""JT"" Thomas","Melrose, FL",Husqvarna,33.0,15.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,17,Jeremias S Israel,Chile,Honda,20.0,16.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,18,Scott Carter,"Manchester, CT",Suzuki,17.0,19.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,19,David Oettel,"Salem, WI",Honda,16.0,34.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,20,Joseph Oehlhof,"Wapakoneta, OH",Yamaha,27.0,17.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,21,Jeffrey Baker Jr,"Greenwood, IN",Yamaha,23.0,18.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,22,Thomas L Hofmaster,"Pearl City, IL",Yamaha,18.0,28.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,23,Todd DeHoop,"Hudsonville, MI",Yamaha,19.0,35.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,24,Dustin Nelson,"El Cajon, CA",Yamaha,25.0,20.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,25,Brian Stone,"Kansas City, MO",Kawasaki,24.0,22.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,26,Ryan D Clark,"Albuquerque, NM",Yamaha,22.0,24.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,27,Zeb Armstrong,"Gardnerville, NV",Yamaha,21.0,26.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,28,Michael J Kann,"Oronoco, MN",Yamaha,28.0,23.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,29,Isaiah V Johnson,"Albuquerque, NM",Yamaha,34.0,25.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,30,Mike E Katin Jr,"East Sparta, OH",Yamaha,30.0,29.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,31,Jason M McDonald,"Pontiac, MI",Suzuki,26.0,33.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,32,Jimmy Wilson,"Willis, MI",Yamaha,29.0,31.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,33,Robbie Skaggs,"Lawrence, KS",Suzuki,40.0,21.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,34,Brad M Kress,"Alma, MI",Honda,36.0,27.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,35,Donald J Baker Jr,"Bringhurst, IN",Honda,31.0,32.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,36,Brian S Mason,"Columbia, IL",Kawasaki,35.0,30.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,37,Kevin Lampe,"Plainfield, IN",Honda,32.0,38.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,38,David Gaylord,"Kalamazoo, MI",Honda,37.0,36.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,39,Michael S Koch,"Madison, SD",Yamaha,39.0,37.0
https://vault.racerxonline.com/2001-07-01/250mx/red-bud-track-n-trail,RedBud Track 'n Trail - 250MX,"July 1, 2001",250mx,Red Bud Track N Trail,,40,Jamie Brockman,Australia,Honda,38.0,40.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,1,Grant Langston,"Durban, South Africa",KTM,2.0,1.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,2,Mike Brown,"Gray, TN",Kawasaki,4.0,2.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,3,Damon W Huffman,"Saugus, CA",Yamaha,8.0,5.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,4,Nathan Ramsey,"Hixson, TN",Yamaha,13.0,3.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,5,Branden Jesseman,"Fombell, PA",Honda,7.0,10.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,6,Travis Pastrana,"Annapolis, MD",Suzuki,1.0,22.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,7,Greg S Schnell,"Rancho Cucamonga, CA",Yamaha,12.0,6.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,8,Michael Brandes,"Ukiah, CA",Yamaha,11.0,7.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,9,Ernesto Fonseca,Costa Rica,Yamaha,9.0,9.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,10,Brock Sellards,"New Philadelphia, OH",KTM,6.0,12.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,11,Scott Sheak,"Germantown, NY",Honda,16.0,4.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,12,Steve Lamson,"Orangevale, CA",Husqvarna,14.0,8.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,13,Larry Ward,"Woodinville, WA",Yamaha,3.0,32.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,14,Danny Smith,"Eagle, ID",Suzuki,5.0,31.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,15,Steve Boniface,France,Honda,17.0,11.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,16,Keith S Johnson,"Pembroke, MA",Yamaha,10.0,29.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,17,Billy Payne,"Simi Valley, CA",Honda,19.0,13.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,18,Casey Lytle,"Saugus, CA",Kawasaki,24.0,14.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,19,Nicholas Wey,"DeWitt, MI",Yamaha,20.0,15.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,20,Kelly Smith,"Ludington, MI",KTM,15.0,34.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,21,David Pingree,"Scottsdale, AZ",Honda,23.0,16.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,22,Shae Bentley,"Fayetteville, GA",Kawasaki,26.0,17.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,23,Randy Valade,"Howell, MI",Honda,35.0,18.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,24,Keith R Johnson,"Albuquerque, NM",Yamaha,18.0,27.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,25,Tony Lorusso,"Brockton, MA",Suzuki,22.0,19.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,26,Jeff Northrop,"Murrieta, CA",Kawasaki,28.0,20.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,27,Wally J Silva,"Old Orchard Beach, MD",Honda,29.0,21.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,28,Christopher Gosselaar,"Juniper Hills, CA",Husqvarna,31.0,25.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,29,Matt Walker,"Mcrae, GA",Honda,25.0,33.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,30,Brandon J Morgan,"Canyon Lake, CA",Yamaha,36.0,24.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,31,Paul Veracka,"Bridgewater, MA",Kawasaki,34.0,26.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,32,Jacob W Martin,"Oklahoma City, OK",Yamaha,32.0,28.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,33,Mike Treadwell,"Rumford, ME",Suzuki,30.0,30.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,34,Bobby Bonds,"Bakersfield, CA",Kawasaki,21.0,39.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,35,Levi A Reid,"Llano, CA",Yamaha,39.0,23.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,36,Ben H Riddle,"Campbellsville, KY",Suzuki,27.0,35.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,37,Chase S Reed,"Lone Grove, OK",Suzuki,33.0,38.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,38,Kevin W Johnson,"Albuquerque, NM",Yamaha,38.0,37.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,39,Paul Currie,"Naples, FL",Honda,40.0,36.0
https://vault.racerxonline.com/2001-07-15/125mx/unadilla,Unadilla Motocross - 125MX,"July 15, 2001",125mx,Unadilla,,40,Johnny Marley,"Moore, OK",Honda,37.0,40.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,1,Ricky Carmichael,"Havana, FL",Kawasaki,2.0,2.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,2,Sebastien Tortelli,France,Honda,5.0,1.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,3,Tim Ferry,"Largo, FL",Yamaha,1.0,7.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,4,Kevin Windham,"Centerville, MS",Suzuki,4.0,3.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,5,Ryan Hughes,"Escondido, CA",Honda,7.0,4.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,6,David Vuillemin,"Murrieta, CA",Yamaha,6.0,5.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,7,Mike LaRocco,"La Porte, IN",Honda,3.0,13.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,8,Stephane Roncada,France,Kawasaki,9.0,6.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,9,John Dowd,"Chicopee, MA",KTM,8.0,10.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,10,Jean-Sebastien Roy,"Acton Vale, QC",Honda,11.0,8.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,11,Kyle Lewis,"Simi Valley, CA",Yamaha,14.0,9.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,12,Paul Carpenter,"Ithaca, NY",KTM,13.0,12.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,13,Travis A Preston,"Hesperia, CA",Husqvarna,12.0,17.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,14,Scott Carter,"Manchester, CT",Suzuki,17.0,14.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,15,Robbie Reynard,"Norman, OK",Yamaha,10.0,36.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,16,Clark Stiles,"Tanner, AL",KTM,23.0,11.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,17,"Jason ""JT"" Thomas","Melrose, FL",Husqvarna,18.0,15.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,18,Bruce Stratton,"Earlville, NY",Suzuki,15.0,21.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,19,Kevin M Crine,"Mechanisville, MD",Honda,38.0,16.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,20,Ezra Lusk,"Bainbridge, GA",Honda,16.0,23.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,21,James Povolny,"Mendota Heights, MN",Honda,24.0,18.0
https://vault.racerxonline.com/2001-07-15/250mx/unadilla,Unadilla Motocross - 250MX,"July 15, 2001",250mx,Unadilla,,22,Joseph Oehlhof,"Wapakoneta, OH",Yamaha,21.0,19.0
